748725,748742
748725,748729
704,748770
748725,748726
748725,748727
748725,748728
748725,705160
748725,748730
748725,720151
748725,743532
748725,748731
748725,748732
748725,748733
748725,748734
748725,462171
748725,335911
748725,748735
748725,748736
748725,748737
748725,748736
748725,748738
748725,334391
748725,748727
748725,712157
748725,748739
748725,710963
748725,748740
748725,748741
1543,748865
748725,748743
748725,748728
748725,748744
748725,716692
748725,706771
748725,133531
748725,748745
748725,748746
748725,748747
748725,133531
748725,748728
748725,110750
748725,748748
748725,282374
748725,133531
748725,748728
748725,748749
748725,748750
748725,748751
748725,748752
748725,133531
748725,748728
748725,748753
748725,748754
748725,748755
748725,748756
748725,748757
748725,748758
748725,725867
1543,748863
748725,748759
748725,748760
748725,732954
748725,618026
704,706939
704,748764
704,748765
704,748768
704,748773
704,662660
1543,748864
702731,748852
702731,408441
702731,748854
702731,748855
702731,498754
702731,702886
702731,683581
1543,434236
702708,748913
702708,748914
702708,748915
748725,936816
748725,936817
748725,936818
748725,936819
748725,829328
748725,829328
748725,844352
748725,831175
748725,936822
748725,936823
748725,936824
748725,829328
748725,936822
748725,829328
748725,820666
748725,936825
748725,835119
748725,936827
748725,936828
748725,936829
748725,829328
748725,923341
748725,936826
748725,923341
748725,832064
748725,936831
748725,936830
748725,829328
748725,936830
748725,936831
748725,936830
748725,936832
748725,832064
748725,936815
748725,936834
748725,936835
748725,889163
748725,936836
748725,820666
748725,936827
748725,936837
748725,936833
748725,936838
748725,936839
748725,936820
748725,889163
748725,840768
748725,936842
748725,936843
748725,820666
748725,936842
748725,936846
748725,889163
748725,889163
748725,830558
748725,936845
748725,936845
748725,936817
748725,889163
748725,889163
748725,936842
748725,936847
748725,820666
748725,936849
748725,820666
748725,936817
748725,889163
748725,820666
748725,936817
748725,936858
702731,936963
702731,936964
979579,987843
979579,997026
979579,988227
979579,997027
748725,936814
748725,936815
748725,936820
748725,936821
748725,936826
748725,936830
748725,817845
748725,936833
748725,843847
748725,936840
748725,936841
748725,936844
748725,936845
748725,936848
748725,812528
748725,812740
748725,936850
748725,936851
748725,936852
748725,816578
748725,862417
748725,936853
748725,936854
748725,936855
748725,828334
748725,851913
748725,871139
748725,936856
748725,936857
748725,843858
748725,936859
748725,812821
748725,844297
748725,936817
748725,936860
748725,936861
748725,906950
748725,831625
704,936868
1543,936981
1543,936980
702731,936962
702731,936969
702731,936972
702731,936975
1543,936982
1543,936983
1543,936984
702708,937055
702708,937056
702708,937057
